Input|Output|PreGlobalOp|PreWorkOp|PostGlobalOp|PostGlobalVal|PostWorkOp|PostWorkVal
S 2 4 3 F _ _ _|_ _ _ _ _ < 9 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 2 6 9 _ _ _ _
S 5 0 8 F _ _ _|_ _ _ _ _ < 3 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 5 5 3 _ _ _ _
S 5 5 0 F _ _ _|_ _ _ _ _ < 0 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 5 0 0 _ _ _ _
S 1 8 2 F _ _ _|_ _ _ _ _ < 1 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 1 9 1 _ _ _ _
S 5 6 6 F _ _ _|_ _ _ _ _ < 7 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 5 1 7 _ _ _ _
S 2 4 4 F _ _ _|_ _ _ _ _ < 0 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 2 6 0 _ _ _ _
S 8 1 2 F _ _ _|_ _ _ _ _ < 1 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 8 9 1 _ _ _ _
S 6 7 6 F _ _ _|_ _ _ _ _ < 9 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 6 3 9 _ _ _ _
S 3 9 4 F _ _ _|_ _ _ _ _ < 6 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 3 2 6 _ _ _ _
S 2 8 0 F _ _ _|_ _ _ _ _ < 0 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 2 0 0 _ _ _ _
S 5 6 8 F _ _ _|_ _ _ _ _ < 9 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 5 1 9 _ _ _ _
S 2 1 2 F _ _ _|_ _ _ _ _ < 5 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 2 3 5 _ _ _ _
S 4 3 3 F _ _ _|_ _ _ _ _ < 0 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 4 7 0 _ _ _ _
S 8 8 7 F _ _ _|_ _ _ _ _ < 3 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 8 6 3 _ _ _ _
S 6 5 8 F _ _ _|_ _ _ _ _ < 9 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 6 1 9 _ _ _ _
S 4 2 0 F _ _ _|_ _ _ _ _ < 6 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 4 6 6 _ _ _ _
S 5 9 1 F _ _ _|_ _ _ _ _ < 5 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 5 4 5 _ _ _ _
S 7 8 8 F _ _ _|_ _ _ _ _ < 3 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 7 5 3 _ _ _ _
S 1 9 3 F _ _ _|_ _ _ _ _ < 3 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 1 0 3 _ _ _ _
S 4 2 5 F _ _ _|_ _ _ _ _ < 1 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 4 6 1 _ _ _ _
S 4 9 5 F _ _ _|_ _ _ _ _ < 8 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 4 3 8 _ _ _ _
S 6 0 6 F _ _ _|_ _ _ _ _ < 2 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 6 6 2 _ _ _ _
S 5 1 1 F _ _ _|_ _ _ _ _ < 7 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 5 6 7 _ _ _ _
S 0 1 6 F _ _ _|_ _ _ _ _ < 7 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 0 1 7 _ _ _ _
S 1 4 0 F _ _ _|_ _ _ _ _ < 5 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 1 5 5 _ _ _ _
S 4 7 5 F _ _ _|_ _ _ _ _ < 6 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 4 1 6 _ _ _ _
S 4 2 9 F _ _ _|_ _ _ _ _ < 5 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 4 6 5 _ _ _ _
S 9 8 9 F _ _ _|_ _ _ _ _ < 6 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 9 7 6 _ _ _ _
S 3 7 9 F _ _ _|_ _ _ _ _ < 9 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 3 0 9 _ _ _ _
S 9 8 5 F _ _ _|_ _ _ _ _ < 2 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 9 7 2 _ _ _ _
S 5 4 2 F _ _ _|_ _ _ _ _ < 1 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 5 9 1 _ _ _ _
S 6 0 4 F _ _ _|_ _ _ _ _ < 0 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 6 6 0 _ _ _ _
S 9 1 5 F _ _ _|_ _ _ _ _ < 5 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 9 0 5 _ _ _ _
S 9 7 3 F _ _ _|_ _ _ _ _ < 9 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 9 6 9 _ _ _ _
S 2 8 9 F _ _ _|_ _ _ _ _ < 9 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 2 0 9 _ _ _ _
S 6 7 1 F _ _ _|_ _ _ _ _ < 4 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 6 3 4 _ _ _ _
S 6 7 0 F _ _ _|_ _ _ _ _ < 3 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 6 3 3 _ _ _ _
S 4 0 3 F _ _ _|_ _ _ _ _ < 7 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 4 4 7 _ _ _ _
S 7 5 3 F _ _ _|_ _ _ _ _ < 5 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 7 2 5 _ _ _ _
S 3 6 2 F _ _ _|_ _ _ _ _ < 1 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 3 9 1 _ _ _ _
S 5 4 3 F _ _ _|_ _ _ _ _ < 2 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 5 9 2 _ _ _ _
S 5 1 0 F _ _ _|_ _ _ _ _ < 6 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 5 6 6 _ _ _ _
S 2 0 5 F _ _ _|_ _ _ _ _ < 7 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 2 2 7 _ _ _ _
S 8 8 5 F _ _ _|_ _ _ _ _ < 1 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 8 6 1 _ _ _ _
S 9 1 4 F _ _ _|_ _ _ _ _ < 4 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 9 0 4 _ _ _ _
S 7 5 9 F _ _ _|_ _ _ _ _ < 1 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 7 2 1 _ _ _ _
S 8 9 6 F _ _ _|_ _ _ _ _ < 3 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 8 7 3 _ _ _ _
S 3 8 6 F _ _ _|_ _ _ _ _ < 7 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 3 1 7 _ _ _ _
S 4 3 3 F _ _ _|_ _ _ _ _ < 0 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 4 7 0 _ _ _ _
S 4 1 5 F _ _ _|_ _ _ _ _ < 0 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 4 5 0 _ _ _ _
S 9 9 3 F _ _ _|_ _ _ _ _ < 1 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 9 8 1 _ _ _ _
S 2 5 8 F _ _ _|_ _ _ _ _ < 5 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 2 7 5 _ _ _ _
S 8 5 7 F _ _ _|_ _ _ _ _ < 0 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 8 3 0 _ _ _ _
S 9 1 9 F _ _ _|_ _ _ _ _ < 9 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 9 0 9 _ _ _ _
S 2 0 3 F _ _ _|_ _ _ _ _ < 5 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 2 2 5 _ _ _ _
S 7 9 7 F _ _ _|_ _ _ _ _ < 3 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 7 6 3 _ _ _ _
S 9 4 5 F _ _ _|_ _ _ _ _ < 8 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 9 3 8 _ _ _ _
S 9 2 4 F _ _ _|_ _ _ _ _ < 5 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 9 1 5 _ _ _ _
S 6 8 7 F _ _ _|_ _ _ _ _ < 1 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 6 4 1 _ _ _ _
S 1 7 8 F _ _ _|_ _ _ _ _ < 6 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 1 8 6 _ _ _ _
S 2 6 8 F _ _ _|_ _ _ _ _ < 6 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 2 8 6 _ _ _ _
S 1 1 6 F _ _ _|_ _ _ _ _ < 8 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 1 2 8 _ _ _ _
S 9 4 5 F _ _ _|_ _ _ _ _ < 8 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 9 3 8 _ _ _ _
S 6 5 4 F _ _ _|_ _ _ _ _ < 5 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 6 1 5 _ _ _ _
S 6 6 9 F _ _ _|_ _ _ _ _ < 1 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 6 2 1 _ _ _ _
S 2 6 6 F _ _ _|_ _ _ _ _ < 4 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 2 8 4 _ _ _ _
S 8 3 4 F _ _ _|_ _ _ _ _ < 5 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 8 1 5 _ _ _ _
S 0 9 6 F _ _ _|_ _ _ _ _ < 5 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 0 9 5 _ _ _ _
S 4 5 5 F _ _ _|_ _ _ _ _ < 4 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 4 9 4 _ _ _ _
S 1 7 7 F _ _ _|_ _ _ _ _ < 5 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 1 8 5 _ _ _ _
S 9 6 8 F _ _ _|_ _ _ _ _ < 3 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 9 5 3 _ _ _ _
S 0 3 3 F _ _ _|_ _ _ _ _ < 6 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 0 3 6 _ _ _ _
S 7 6 3 F _ _ _|_ _ _ _ _ < 6 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 7 3 6 _ _ _ _
S 2 8 6 F _ _ _|_ _ _ _ _ < 6 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 2 0 6 _ _ _ _
S 2 8 8 F _ _ _|_ _ _ _ _ < 8 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 2 0 8 _ _ _ _
S 3 9 2 F _ _ _|_ _ _ _ _ < 4 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 3 2 4 _ _ _ _
S 6 5 4 F _ _ _|_ _ _ _ _ < 5 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 6 1 5 _ _ _ _
S 7 9 4 F _ _ _|_ _ _ _ _ < 0 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 7 6 0 _ _ _ _
S 4 9 7 F _ _ _|_ _ _ _ _ < 0 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 4 3 0 _ _ _ _
S 0 9 8 F _ _ _|_ _ _ _ _ < 7 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 0 9 7 _ _ _ _
S 9 7 0 F _ _ _|_ _ _ _ _ < 6 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 9 6 6 _ _ _ _
S 7 2 8 F _ _ _|_ _ _ _ _ < 7 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 7 9 7 _ _ _ _
S 0 0 6 F _ _ _|_ _ _ _ _ < 6 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 0 0 6 _ _ _ _
S 1 4 8 F _ _ _|_ _ _ _ _ < 3 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 1 5 3 _ _ _ _
S 8 2 1 F _ _ _|_ _ _ _ _ < 1 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 8 0 1 _ _ _ _
S 0 3 3 F _ _ _|_ _ _ _ _ < 6 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 0 3 6 _ _ _ _
S 2 3 2 F _ _ _|_ _ _ _ _ < 7 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 2 5 7 _ _ _ _
S 9 7 0 F _ _ _|_ _ _ _ _ < 6 >|NOP NOP NOP NOP NOP POP POP POP|NOP POP POP POP NOP NOP POP NOP|PSH NOP NOP NOP PSH PSH PSH NOP|SS _ _ _ RL RS RR _|NOP PSH PSH PSH NOP NOP NOP NOP|_ 9 6 6 _ _ _ _
